Case_category,Clean Text,Particiant Role
kj_sport,好像不是所谓“三妻四妾”吧 为什么骂的是受害者而不是何家，上升到攻击我就免了吧,辩护者
kj_sport,这层楼里也是让人迷惑，柯洁哪里没有针对女性，脑子眼睛长了不用可还行诶。,辩护者
kj_sport,凭什么不能骂妹子？暗示女性是弱势群体？??女性什么时候能站起来！,辩护者
kj_sport,他哪里网爆了，他们就发了几个表情，别整天网暴网暴的,辩护者
kj_sport,我没骂过她一句我就想问问她说对啥了？柯洁截个图怎么就针对女性了？,辩护者
kj_sport,柯震东还是禁毒大使呢，他是妇女儿童慈善奖获得者他就不仇女了？,辩护者
kj_sport,第一页就是柯洁骂人坦克的评论啊！怎么就无关了？,辩护者
kj_sport,他做错了什么，他只是把微博母狗的话截图下来了而已,辩护者
kj_sport,他做错了什么，他只是把微博母狗的话截图下来了而已,辩护者
kj_sport,人身攻击可是这位博主开始的，说别人有才无德,辩护者
kj_sport,你给出来的图里明明是那个女权先开骂的啊？,辩护者
kj_sport,我都有图片证明怎么就说是造谣了呢……,辩护者
kj_sport,你们兄弟不是已经放了吗？,辩护者
kj_sport,这个崔精小姐姐还给中国疫情捐了款,辩护者
kj_sport,我寻思她哪里没错？,辩护者
kj_sport,你有啥资格说这话啊,辩护者
kj_sport,对啊，还有人洗他俩私底下关系好，只是开玩笑。就算是真的凸点走光了了，一个人要是尊重自己的女性朋友会把她的凸点照片放在公共平台上带节奏为自己输了比赛做辩解？让别人看自己朋友的凸点照片？,辩护者
kj_sport,……你自己不就是一个例子吗。现在的社会风气本来就是这样的呀。父母给儿子买房，很多职位都是男生优先，大学的很多专业都是男生降分录取。我并没有以偏概全呢。,辩护者
kj_sport,不好意思，我这代大多数独生子，身边有女性朋友，父母给买房买车的，家里条件不行的男性朋友，只能靠自己奋斗，因为买不起房讨不到老婆呢，这社会没房的男生很难结婚，所以这样就变成男的占便宜？男孩子存钱买房的苦你懂？职位，一些行政或秘书工作的只招女性，很多专业比如是哪些专业呢？我没有见过。,辩护者
kj_sport,你继续就好啦，我最后一次回:我之前的高中女同学，现在是老师，他爱人好像是公务员吧，这两年结婚生子，成了母亲整个人成熟不少，很爱自己的孩子，夫妻感情很好，周末经常一家三口自驾出去下面市县野餐或泡温泉度假啥的，晒出来就很温馨很甜蜜，高中男班长也是这样。我生活真没遇见你们这样对男性的,辩护者
kj_sport,嗯嗯，他说的所谓引到运动员懒得给她讲，除了饭圈莫名其妙的脑残粉，粉胖球的都是粉一整个球队，不像博主这么有趣把队友骂成没脑子。 而且我是对博主辱骂许昕这件事评论，和他说什么往运动员身上引是一码事吗，太会避重就轻了。上来给我说许昕双打输过球，然后就一直说我往运动员身上引，搞笑吧……,辩护者
kj_sport,那回到你最开始的这个评论，没有人说可以，这个博主也只是对柯洁屡次对两性问题发表主观言论感到不满，没有赞成截图里的话。她被柯洁回复，然后遭到无关人员的辱骂。那是不是可以认为柯洁作为公众人物在此次事件中是引流的角色？你既然在反对被带节奏，那为什么只针对博主被网爆后的回击展开教育？,辩护者
kj_sport,所以呢？这就是空口鉴??的理由？而且是谁在鸡蛋里挑骨头啊？截图可是柯洁自己挑选出来截的，截图有疑问还不能发表意见？毕竟骂女??的都拿国男配不上国女这句话做文章。至于你说的地图炮，我建议你比较一下在这个妹子下边的评论是骂所有国男的多还是骂所有国女的多（反串除外嗷）。,辩护者
kj_sport,我对柯洁的原微博没有评价。我们大部分女生肯定也觉得他截屏内容里那些人说的不对。但他回复这个女生的行为的后果是这个女生微博下不堪入目的评论肯定也有私信， 你肯定知道。这样的恶意太大了，这女生说话中即使有你所说的逻辑问题，也和这样的恶意根本不成正比。,辩护者
kj_sport,我的意思是拿jf，lzx作梗可以，因为他们做错事被人说活该，但是周扬青作为受害者被拿来做梗，那就不行，唉，你能理解柯洁，怎么就不能理解我在说什么，你别再回复我了，我对柯洁这件事已经不想再关注了，你也别来声讨我，没用，只会让人反感。,辩护者
kj_sport,确实，柯洁也是引流者我不反对。而且我并没有对博主进行教育，只是对一些现象表达不满，前面我也说了引流者无关性别，不止是在网暴后——我也见到了在柯洁微博下谩骂他的人。我也是只有到这个，然后顺着博主这条线来这里发表观点。确实引流很无聊，我被引流了也很无聊。,辩护者
kj_sport,这件事里边是谁在带节奏？柯洁截了一张存疑的截图，加上他之前的下蛋言论，这都好几次谈论两性问题了吧，博主评论的是“总”针对，那肯定不单单指这一次。退一万步讲，博主和柯洁相当于在柯洁的微博下边对线，我不懂为啥一大堆人到这个微博底下辱骂博主并且空口鉴??。,辩护者
kj_sport,柯洁截图说舆论对男性不友好，她评论觉得柯洁带节奏针对女性，这两人各有观点对错只看个人评判，我说她没说错啥的意思在于她对这事发表她自己的看法没说错啥，我也没说柯洁的观点不对，懂了吗？我这条评论不针对柯洁，针对评论里因意见不同上来喷脏侮辱的恶臭人。,辩护者
kj_sport,因为柯洁发了几张存疑的截图就有人在他的微博底下嘲讽柯洁，说到底，柯洁也是对那几张截图进行评论，道明自己的观点，却受到了指责。这个妹子来评论柯洁，反过来被人在微博底下侮辱不也是一个道理嘛。还是那句话，被带节奏很无聊，不管是谁引的流。,辩护者
kj_sport,那你维护呗，反正男人就那么坏，你以后也不用结婚。对的东西永远是对的，错的永远是错的，又不会跟随你或我的话改变。你的说法是不是对的，以后时间会证明，看看整个社会是不是随你的想法而变呗，而发展呗。,辩护者
kj_sport,他可以骄傲，可以看不起别人的实力，因为他的确有这个实力，但是他用黄色废料去调侃女选手，真不是一位接受过良好教育的男士能说出来的话，好恶心,辩护者
kj_sport,你说话不臭吗？半斤八两 都是粪坑里面的 ，你也没好到哪去 ，不知道的还以为你满口文化呢，不也是张口闭口金针菇，小jj的,辩护者
kj_sport,确实，现在微博上各种女??和反女??大V刻意引导公众思想的代价太低了。搞仇男仇女这种一竿子打死的言论的都不是什么好东西。,辩护者
kj_sport,你们维护孝道和婚姻是因为你们是既得利益者，你们不维护婚姻和孝道怎么一代代剥削女人和女儿们呢？,辩护者
kj_sport,笑死我了，我也没说自己是清华的呀，而且清华大学不是中国最厉害的学校？要不把您上的小学封一个世界第一？,辩护者
kj_sport,我什么时候在豆瓣发帖了我在豆瓣看到贴转发到了微博上，咋就是我发的了？,辩护者
kj_sport,我想问问你，为什么会有人聚集在这个人的微博的底下呢？真的是乱喷么？,辩护者
kj_sport,确实，想扩大矛盾的，无关男女，有披着女权外衣的，也有在博主底下口臭的。,辩护者
kj_sport,他那条主微博不是在阴阳怪气？人妹子跟他好好说话，他引导粉丝网爆？,辩护者
kj_sport,他有没有说过你又知道了？我在备忘录里打一段字说是你说的呢,辩护者
kj_sport,我的妈呀！想给你100个赞！可惜就能点一下。这词太好了，抱走。,辩护者
kj_sport,我有骂人吗不过是事实而已啦,辩护者
kj_sport,真好笑???柯洁没喷啥啊憨憨,辩护者
kj_sport,不是极端女权那更用不到他反讽了,辩护者
kj_sport,录不录取他不知道但是柯洁确实是清华,辩护者
kj_sport,您不过是道听途说又觉得他说过啦放图放锤啊,辩护者
kj_sport,？他这句话有骂人吗？,辩护者
kj_sport,#柯洁##柯洁粉丝网络暴力素人#真没看出来哪儿他就是真女权了哈，和他洗脑出来的柯孝子更像是鲍毓明之流，鲍毓明还探讨过未成年性侵保护一类呢，人家照样诱导性侵未成年。清华老师上课都是抽象话教学吗？少说抽象话给自己洗白了，德才不配位。阴阳人说阴阳话，能整点阳间看的么？,辩护者
kj_sport,看她发的最新的微博，可能也是受女权被污名化影响了，在强调自己不是女权。下面还有狗粉丝转头说能分开就好的。唉，她明明在做帮助女权的是事情，却碍于厌女文化的深远，和女权割席。但总之还是很佩服她的发声还有良好的心态的。,辩护者
kj_sport,我寻思博主谁也没理啊,辩护者
kj_sport,来这里骂的跟柯洁截图里的是同一类人罢了，没有性别对立，只有眼界高低，自私的人都在想着自己，所以微博才会这么乱啊。,辩护者
kj_sport,看到这个帖子我气得浑身发抖，大热天的全身冷汗，手脚冰凉，地狱空荡荡，魔鬼在人间，这个世界还能不能好了?男性到底要怎么样你们才满意，眼泪不争气的流了下来这个世界到处充斥着对男性的污蔑，男性何时才能真正的站起来!,辩护者
kj_sport,行了吧，小姑娘也不容易了,辩护者
kj_sport,评论里的恶臭女逼癌，预防性拉黑，哈哈,辩护者
kj_sport,评论区各种说男的阳痿，你们被那么多人草过？,辩护者
kj_sport,柯洁把女??说过的话截图再发一遍，就成了针对中国♀性,辩护者
kj_sport,@么斯林:柯洁针对我们女性！他是怎么做的？他把我们说的话重复了一遍！,辩护者
kj_sport,柯洁到底哪里针对女??了我真的看不出来啊,辩护者
kj_sport,妹子说的没有错狗直男xd又不是针对所有男性自己对号入座可还行,辩护者
kj_sport,老双标了,辩护者
kj_sport,“柯洁针对女性”“他怎么针对女性了？”“他把女拳的话截图又发了一遍”,辩护者
kj_sport,“柯洁针对女性”“他怎么针对女性了？”“他把女拳的话截图又发了一遍”,辩护者
kj_sport,柯洁问你哪一句话针对女性了怎么不出声了呢？带节奏你第一个上，讲道理你马上就跑？发截图就是针对女性？为什么呢？为什么呢？为什么呢？,辩护者
kj_sport,无语，就这还叫打击田园女权维护女性？也不过就是看谁不爽胡乱喷罢了。挂出来的梁钰可是姐妹安心战役的发起人呢，在女权方面可不必洁宝实干多了,辩护者
kj_sport,妹妹别怕，有些人只敢在网络上抱团输出暴力来获得成就感，对真正的论题本身毫无思考，你的留言很勇敢也很棒，你的未来是要比他们更光明的,辩护者
kj_sport,#柯洁##柯洁粉丝网络暴力素人#守?护?最?好?的?洁?宝,辩护者
kj_sport,姐妹，你截图录屏以及【骂你的人的主页链接】，然后【报警】吧，尤其是那些赞数高的，惩罚力度更高。你记得要留他们主页链接，这样警察查出【真人】才比较方便。就算不能让他们【看守所几日游】，【罚款赔钱】也能，骂了你就必须付出代价。线上网警，线下公安局你【都要报】，两方一起查比较快！,辩护者
kj_sport,柯洁就把那些弱智女权评论截图出来就是针对女性？就是搞性别对立？都是带逻辑学家[Aloha],辩护者
kj_sport,欧美精子库普遍3000人民币一管精液，如果捐献者是高级职业类似于律师医生等，价格会涨幅100到150美元不等。打算购买生育的姐妹一定想好，生育的代价是很大的,非事件参与者
kj_sport,Reply @云梦路路草:越南平民大屠杀是军队干的，消防员有很多欺凌队员致死的案子，警察更不用说了吧，二次凌辱报案的女孩。,非事件参与者
kj_sport,170，144正常体型，170，160。。。。考虑再瘦一点吧,非事件参与者
kj_sport,柯基做错了什么，圆滚滚的多可爱(?? . ??),非事件参与者
kj_sport,有一说一确实。@微博小秘书 建议封杀@带带大师兄,非事件参与者
kj_sport,纯疑问，有称量单位是斤的体重秤吗？,非事件参与者
kj_sport,拉黑过程中看见有个男的还关注了半藏森林,非事件参与者
kj_sport,@迢遥不可及 see see这层楼,非事件参与者
kj_sport,@ProzacQAQ,非事件参与者
kj_sport,√,非事件参与者
kj_sport,@cxlove98,非事件参与者
kj_sport,图片评论 ?评论配图,非事件参与者
kj_sport,肥婆,非事件参与者
kj_sport,？,非事件参与者
kj_sport,唉，好吧,非事件参与者
kj_sport,是的，村民曝出来的，河北石家庄裕华区南王村城中村拆迁，男的可以拿每年3万至18岁，可以享受360㎡的房屋，即拿四五十万可以换取四百多万，但女儿和孙女却被排除在外。连刚生下来并没有宅基地的几个月的小男孩都可以拿到房子，有自己宅基地的女性户主却分不到。,非事件参与者
kj_sport,我说了我介意的点是带周扬青，你又是哪只眼看到我说支持jjf了，请您把我回复其他人的看一遍，我不想回复重复的话了，谢谢,非事件参与者
kj_sport,记不清楚了好像是上过但没有毕业我主要是粉其他棋手的，了解过他，所以也知道得不太清楚。我印象里职业棋手一般学历都不会很高（）,非事件参与者
kj_sport,女运动员做了什么？而且我让层主删的是男运动员名字我服了你阅读理解怎么学的？,非事件参与者
kj_sport,把吵架当乐趣的我也见过不少，但我一直不理解这种行为，原来就是图个乐,非事件参与者
kj_sport,这也能碰到i?? 也太巧了,非事件参与者
kj_sport,我妈不买票，你卖吗？,非事件参与者
kj_sport,极限1换1,非事件参与者
kj_sport,我有个图片说特朗普被狗日了,非事件参与者
kj_sport,所以是女神甩锅这件事做得不错？,非事件参与者
kj_sport,……就当无事发生,非事件参与者
kj_sport,嘿嘿嘿,非事件参与者
kj_sport,?,非事件参与者
kj_sport,ze字打不出来,非事件参与者
kj_sport,你说的没错,非事件参与者
kj_sport,fffffffffff,非事件参与者
kj_sport,。,非事件参与者
kj_sport,fiveless,非事件参与者
kj_sport,@言溪sirena呃…,非事件参与者
kj_sport,@BunnyJuly,非事件参与者
kj_sport,@一只小rui_,非事件参与者
kj_sport,冲冲冲,非事件参与者
kj_sport,带狮，你对papi酱儿子随父姓有什么看法,非事件参与者
kj_sport,??????,非事件参与者
kj_sport,@芊雨清尘,非事件参与者
kj_sport,????宣布幕后黑手是@带带大师兄@果子狸7777联合谋划,非事件参与者
kj_sport,@带带大师兄进来对线,非事件参与者
kj_sport,无内鬼,非事件参与者
kj_sport,无内鬼,非事件参与者
kj_sport,无内鬼,非事件参与者
kj_sport,@洞熊转转转我经历了冰期吐了,非事件参与者
kj_sport,有一说一，刘诗雯还是很棒的,非事件参与者
kj_sport,为什么截图就是针对女性啊，⑧是很懂,非事件参与者
kj_sport,境外反动势力？,非事件参与者
kj_sport,早安,非事件参与者
kj_sport,打卡，有才无德的梗就是从这儿来的吗哈哈哈哈,非事件参与者
kj_sport,@迟来的预约正文及评论都看噢,非事件参与者
kj_sport,1,非事件参与者
kj_sport,1118！1118！,非事件参与者
kj_sport,@SeresXx,非事件参与者
kj_sport,@dylaneee,非事件参与者
kj_sport,下午好,非事件参与者
kj_sport,tonym,非事件参与者
kj_sport,我。。。。,非事件参与者
kj_sport,fffffffffff,非事件参与者
kj_sport,@Emptyyaone,非事件参与者
kj_sport,@1个苔妹,非事件参与者
kj_sport,@ZhiZhi啊进来看打架,非事件参与者
kj_sport,哈哈哈哈哈还哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈,非事件参与者
kj_sport,??????????????????,非事件参与者
kj_sport,出书//@橙橙恰柠檬_:又是没有女人看上的一天，那些女人真不知好歹，太物质了，虽然我没车没房没工作??还小，但只看得到表面现象，活该找不到我这样的优质男人，还有的女人说宁愿单身一辈子，好可笑，没有我给她们滋养就是一条母??吧，越想越气，从发臭了的被子里打开??登陆，我要让这群母??知,非事件参与者
kj_sport,相册-头像-在线看女?坦克嗷,非事件参与者
kj_sport,@侯英祺哦,非事件参与者
kj_sport,@4Dowww,非事件参与者
kj_sport,ffffffffffffff,非事件参与者
kj_sport,投诉路径如下： 电话：087164149952 邮箱：ynszlm@126.com（均 需要实名） 以上为劳模办公室评审，请大家抓住“利用公众形象 网爆他人”为重点！,监督者
kj_sport,O网页链接???O来看拳王??棋王??柯洁的光辉历史??（内涵李佳琦...,监督者
kj_sport,这个已经网上找不到了，但是以前就有粉丝为此争论过 ?评论配图,监督者
kj_sport,现在是热二了,监督者
kj_sport,你往下翻翻??就会发现这个女的网络暴力运动员,监督者
kj_sport,但凡评论说他言论不当 都会被打上女权旗号,监督者
kj_sport,前面几个热评都删了，就你这里还有正常声音了,监督者
kj_sport,#柯洁粉丝网络暴力素人#,监督者
kj_sport,柯洁行为 @带带大师兄 买单嗷,监督者
kj_sport,顶上去,监督者
kj_sport,已经举报了！,监督者
kj_sport,@首都网警,监督者
kj_sport,我咋找不到？,监督者
kj_sport,可是云南劳模办公室 奖项决定前询问的公众意见，所以只能算 合理收集“公众人物网爆他人”证据哦,监督者
kj_sport,你网暴柯洁，已截图保存，跟其他证据一起举报,监督者
kj_sport,这个人一看就是反串啊……,监督者
kj_sport,，留着以后看就知道有这些人有多恶心,监督者
kj_sport,@真的想吃芒果糯米饭,监督者
kj_sport,@脱线昆布_KunBu,监督者
kj_sport,#中华男性魅力时间#,监督者
kj_sport,晕到底是谁急了,监督者
kj_sport,？热评第一删了吗？,监督者
kj_sport,@llrancee,监督者
kj_sport,#中华女性魅力时间#,监督者
kj_sport,@车厘子yoo,监督者
kj_sport,社宝建议整理一个前因出来，现在看到好多狗粉截图断章取义说这位小姐姐先骂柯洁的！在颠倒是非！,监督者
kj_sport,@Philomela0314看评论对骂,监督者
kj_sport,#中华女性魅力时间#,监督者
kj_sport,转发微博,监督者
kj_sport,开麦辱骂的键盘侠，无论男女，必当接盘侠，被绿一辈子。惩治网络暴力者人人有责。,监督者
kj_sport,@不要给我吃APPLE皮,监督者
kj_sport,@你把你闪现给我按了,监督者
kj_sport,@烤菠萝好次…,监督者
kj_sport,真是疯了……,监督者
kj_sport,@啊改个名字吧,监督者
kj_sport,@首都网警柯洁粉丝网暴，看看妹子微博吧被骂了五个月,监督者
kj_sport,建议大家在声援小姐姐的时候记得@清华大学,监督者
kj_sport,转发微博,监督者
kj_sport,@者阝爪巴还有这档子事我惊呆了,监督者
kj_sport,#中华女性魅力时间#,监督者
kj_sport,@首都网警网暴现场进来看看?,监督者
kj_sport,评论也太过分了吧，大家都多点下举报,监督者
kj_sport,抱抱你千万别理他们！,监督者
kj_sport,底下那些说围棋就是男女有别的，先看看女生有多少从小被送去学棋的，有多少从小在围棋班里被打压的，有多少推市队省队时名额被让给男生的？照你们这个逻辑，中外各国三百年前做官的有钱的写书的画画的百分之九十九都是男人呢，那女人就是各方面都弱智呗。把马腿打断又要马跑得像火箭，牛批,控诉者
kj_sport,拿过这个奖只能说明他过去做过慈善这件事，是过去式。难道我拿过三好学生，出社会犯罪sha人放火也是可以的？一码事归一码事好伐，拿过那个奖不代表可以任意抖机灵，不代表可以说人家生宝宝是下??，那个奖不是黄马褂！,控诉者
kj_sport,动不动就拳师 然而现实中重拳出击的强奸犯家暴狂还有自杀鼓励的pua??抢夺妹妹的捐款 以及职场性别歧视的不都是你们男性嘛？网络中你们就成受害者了？哪个受害者会一口一句荡妇羞辱？,控诉者
kj_sport,她怎么宣传母凭子贵了……她愿意生孩子给何家来换取她自己的地位是她的事，就是普通人好多人重男轻女也是别人家的家事吧。奚梦瑶生孩子这事跟柯洁有关吗，他吃家饭管野事就注定会被人厌烦,控诉者
kj_sport,不要扯什么女权，这件事里也不必用公众人物的道德标准来要求柯某。任何学校有人本人下场，多次在公众场合侮辱素未谋面的女性被闹到年级上都足够进档案了??更别说还是公众人物,控诉者
kj_sport,我一个同事武大研究生毕业，人品奇差，是我工作六年以来遇到的最难以形容的屌癌患者，从他身上我才理解学历和人品真的不挂钩（没有说武大不好的意思，哪里都有坏人,控诉者
kj_sport,借楼加个补充，柯洁挂人引蛆群网暴后，没两天就默默把那条挂人微博删了，图中妹子微博被蛆群搞得一片狼藉，还写了很认真的一篇道歉文，柯洁连个回应都没有。,控诉者
kj_sport,武汉大学出来的 是在说学历和价值观的不匹配吧 跟地域有什么关系？难道武大学生全是湖北人？有些人脑回路实在奇怪！,控诉者
kj_sport,她说了什么过激话了，男的个个像脑子充血一样上去人身攻击别人体重骂坦克，柯洁自己说了垃圾话也不怪别人骂他吧,控诉者
kj_sport,以前遇到一个骚扰女生的男的还是清华的…骚扰被拒就整天沉浸在“她是不是故意拒绝我来引起我注意”的幻想中…,控诉者
kj_sport,确实如此，害，哪个女孩子初高中从言语眼神到实质的东西没经历过点儿x骚扰和起哄了，无语,控诉者
kj_sport,我北师大毕业的老师也不干人事，到处说我们班一个女生不要脸什么的，学历和人品真的不挂钩,控诉者
kj_sport,无比恶心，不过是一个普普通通的转发，就有猥琐男说些下流恶心的话，太他妈恶心了。,控诉者
kj_sport,一群没有接触过围棋更别说参加比赛的键盘手 真实看吐了，果然越无知越理直气壮,控诉者
kj_sport,Reply @云梦路路草:保姆纵火很多吗？有男人杀人多吗？,控诉者
kj_sport,这些人真的绝了...竟然天天过来骂...真的太不要脸了??,控诉者
kj_sport,有一次我和她争辩她不该网络暴力运动员，然后她就一直骂我,控诉者
kj_sport,有一次我和她争辩她不该网络暴力运动员，然后她就一直骂我,控诉者
kj_sport,我都没反应过来这有什么联系？他怎么会这么恶臭，他不配去清华,控诉者
kj_sport,围棋就是男女有别 连说真话都不行了吗 政治正确真可怕,控诉者
kj_sport,你吃了那么多饭又做过什么呢？,控诉者
kj_sport,别侮辱死肥宅，死肥宅也没这么恶心,控诉者
kj_sport,围棋协会举报,控诉者
kj_sport,这是柯洁发的？？？这么恶心？？？,控诉者
kj_sport,当街杀人的罪犯读书时还拿过奖学金哦,控诉者
kj_sport,#柯洁粉丝网络暴力素人#,控诉者
kj_sport,说的跟微博不是粪坑一样,控诉者
kj_sport,吐了,控诉者
kj_sport,吐了,控诉者
kj_sport,你好好看看其他人的评论 其他人的评论只的是 我把他和柯基做评论侮辱柯基了 你的评论直接可以理解我 我认为柯基不如柯洁 你看好了行吗,控诉者
kj_sport,我怎么对男性了呀？我是说了什么不好听的话吗？相反你不还是一口一个女拳，我生活中反倒是没有见过你这样的,控诉者
kj_sport,他的粉丝不是拿周扬青作梗了吗！粉丝说要是罗志祥有jf一半狠，周扬青就不敢看他手机了，这句话他回复了啊！你没看到吗！所以看起来是一伙的啊！所以给人观感不好啊，我前面不是说了吗！你有什么资格说我阴阳怪气，我还觉得你们讲话阴阳怪气，骂jf就骂，带什么周扬青,控诉者
kj_sport,又是一个以偏概全，我身边即世界的，不好意思，你身边有，我身边没有。我们家没有多高尚，但起码为人处事这块还是可以的，给我们的教育也一直是尊重每一个人，平等的对待每一个人。女拳惯用伎俩，我身边这样，就代表全世界，全社会都这样，再见,控诉者
kj_sport,你真的很好笑诶用个例去否定群体，保姆纵火偷东西这些事不少吧你看有人攻击保姆行业吗 几个人是坏人作恶那整个行业都洗不白了？ 还是说男人就是坏透了没一个好东西？,控诉者
kj_sport,什么叫劈头盖脸的辱骂？最开始不都是狗粉丝在柯洁评论里整男妈妈顺带内涵么？辱骂他不是因为他挂素人评论并且导致博主被无关人员用污言秽语辱骂么,控诉者
kj_sport,而且奚梦瑶的婆婆公开表示 “生男孩有功！要好好奖励！”我寻思着要是换个普通家庭的婆婆，要被女拳追着撕，没想到有钱家就能追着吹了 想不到想不到,控诉者
kj_sport,你自己表达能力有问题跟我冲什么啊，我欠你的？你看这层哪个没在质疑你，只不过大家都在开玩笑，特地选我是觉得我是软柿子好捏么,控诉者
kj_sport,都2020年了还有新闻 地方直接规定房子拆迁不分女 连男婴儿都有房子 户口在本地自己落户的成年女性却没有 好平等哦,控诉者
kj_sport,那个贴你好好看看哈，都是柯洁自己做的事层主莫名其妙提无关而且什么都没做的运动员才是神奇，我当然要正义出击了,控诉者
kj_sport,她怎么不单纯了你讲讲？全天下天就柯洁单纯无辜是吧？他间接性导致这个博主被骂几千条一点问题都没有是吧？,控诉者
kj_sport,想攻击性别就直接说，不用拐弯抹角遮遮掩掩的。我不会首先跳出来跟你辩男女权但是攻击行业我还是头次见到，实在佩服佩服,控诉者
kj_sport,高贵鉴田园专家不是说看不起田园吗，怎么扯到看不起女权了，怪不得看个女的就来骂，还拿支持真女权做挡箭牌，可给我整乐了,控诉者
kj_sport,谢谢你，我有点无语，骂了那么多银针精没想到在这里还被教育了，徐姐不是和阿强一样全部欧拉一遍再说吗？,控诉者
kj_sport,你发的图我知道啊，我也看了啊。我和她就事论事，说这回他说多人运动，说蒋劲夫家暴有没有嘲笑周扬青,控诉者
kj_sport,我的妈，原来蛆是群体生活，没事没事，我忍一会再吐，你们蛆在一起不会恶心吗,控诉者
kj_sport,？不是你先用坦克来骂人的吗？我骂你不是应该的吗？而且怎么侮辱了？,控诉者
kj_sport,这女的是第一次？还一堆人安慰她把她当小天使呢，呕,控诉者
kj_sport,为什么要骂人，为什么要骂我,控诉者
kj_sport,丢人。,控诉者
kj_sport,#柯洁##柯洁粉丝网络暴力素人#真没看出来哪儿他就是真女权了哈，和他洗脑出来的柯孝子更像是鲍毓明之流，鲍毓明还探讨过未成年性侵保护一类呢，人家照样诱导性侵未成年。清华老师上课都是抽象话教学吗？少说抽象话给自己洗白了，德才不配位。阴阳人说阴阳话，能整点阳间看的么？,控诉者
kj_sport,@诗心的幼安…………真的很恶心,控诉者
kj_sport,虽然我觉得这位博主一年前的评论有够离谱，但是你们能坚持一年也是有够离谱，这离谱的世界啊,控诉者
kj_sport,有些评论素质感人，建议不要观看，以免引起不适,控诉者
kj_sport,从柯洁那里来的金针菇能滚吗？？？,控诉者
kj_sport,我吐了??,控诉者
kj_sport,无意点开，没想到这层这么多阴间言论，骂小姐姐的biss,控诉者
